Time,Symbol,Message
04/07/2017 09:04:57,RT,$RT reached a new low of $2.505
04/07/2017 09:04:36,NR,$NR reached a new low of $7.975
04/07/2017 09:04:27,ADHD,$ADHD reached a new low of $1.17
04/07/2017 09:04:06,BNSO,$BNSO reached a new low of $2.69
04/07/2017 09:04:06,NFEC,$NFEC reached a new low of $1.32
04/07/2017 09:03:57,CHW,$CHW reached a new low of $7.83
04/07/2017 09:03:51,DSX,$DSX reached a new low of $5.915
04/07/2017 09:03:42,MEET,$MEET reached a new low of $5.6238
04/07/2017 09:03:42,OCN,$OCN reached a new low of $5.345
04/07/2017 09:03:36,INFI,$INFI reached a new low of $2.425
04/07/2017 09:03:00,CLNT,$CLNT reached a new low of $9.75
04/07/2017 09:02:57,NVCR,$NVCR reached a new low of $11.15
04/07/2017 09:02:51,CCCR,$CCCR reached a new low of $2.13
04/07/2017 09:02:21,DRYS,$DRYS reached a new low of $0.7632
04/07/2017 09:02:21,RIC,$RIC reached a new low of $7.95
04/07/2017 09:01:42,ATHX,$ATHX reached a new low of $1.5
04/07/2017 09:01:42,EXG,$EXG reached a new low of $8.641
04/07/2017 09:01:42,SB,$SB reached a new low of $2.4301
04/07/2017 09:01:30,GNC,$GNC reached a new low of $6.555
04/07/2017 09:01:15,DX,$DX reached a new low of $6.895
04/07/2017 09:00:45,DS,$DS reached a new low of $4.0455
04/07/2017 09:00:42,GUT,$GUT reached a new low of $6.91
04/07/2017 09:00:36,AUPH,$AUPH reached a new low of $7.03
04/07/2017 09:00:30,SNGX,$SNGX reached a new low of $2.27
04/07/2017 09:00:27,ADHD,$ADHD reached a new low of $1.1712
04/07/2017 09:00:27,AFMD,$AFMD reached a new low of $2.2757
04/07/2017 09:00:27,MEET,$MEET reached a new low of $5.615
04/07/2017 09:00:24,NTRA,$NTRA reached a new low of $8.45
04/07/2017 09:00:21,LEDS,$LEDS reached a new low of $3.92
04/07/2017 09:00:15,ITI,$ITI reached a new low of $5.78
04/07/2017 09:00:12,RT,$RT reached a new low of $2.5
04/07/2017 09:00:06,FH,$FH reached a new low of $1.85
04/07/2017 09:00:06,MAGS,$MAGS reached a new low of $7.28
04/07/2017 09:00:00,CLNT,$CLNT reached a new low of $10.41
04/07/2017 08:59:57,CCCL,$CCCL reached a new low of $2.6999
04/07/2017 08:59:45,CETC,$CETC reached a new low of $4.89
04/07/2017 08:59:42,CIDM,$CIDM reached a new low of $1.49
04/07/2017 08:59:21,CCCR,$CCCR reached a new low of $2.29
04/07/2017 08:59:12,RUBI,$RUBI reached a new low of $5.78
04/07/2017 08:59:06,CDXS,$CDXS reached a new low of $4.1
04/07/2017 08:59:06,DRYS,$DRYS reached a new low of $0.7591
04/07/2017 08:58:57,PSDV,$PSDV reached a new low of $1.6601
04/07/2017 08:58:45,COGT,$COGT reached a new low of $5.0532
04/07/2017 08:58:27,ATHX,$ATHX reached a new low of $1.505
04/07/2017 08:58:06,VNCE,$VNCE reached a new low of $1.4
04/07/2017 08:57:45,GNC,$GNC reached a new low of $6.555
04/07/2017 08:57:42,NVLS,$NVLS reached a new low of $2.82
04/07/2017 08:57:21,NM,$NM reached a new low of $1.91
04/07/2017 08:57:21,ROYT,$ROYT reached a new low of $2
04/07/2017 08:57:12,OTIV,$OTIV reached a new low of $1.6191
04/07/2017 08:56:42,CCCL,$CCCL reached a new low of $2.6343
04/07/2017 08:56:15,CETC,$CETC reached a new low of $4.76
04/07/2017 08:56:06,CCCR,$CCCR reached a new low of $2.2999
04/07/2017 08:55:21,DRYS,$DRYS reached a new low of $0.7596
04/07/2017 08:54:57,ADHD,$ADHD reached a new low of $1.1736
04/07/2017 08:54:51,CALX,$CALX reached a new low of $6.3922
04/07/2017 08:54:42,GLUU,$GLUU reached a new low of $2.295
04/07/2017 08:54:39,ANH,$ANH reached a new low of $5.535
04/07/2017 08:54:39,ZSAN,$ZSAN reached a new low of $1.54
04/07/2017 08:54:36,ONVO,$ONVO reached a new low of $3.04
04/07/2017 08:54:27,RT,$RT reached a new low of $2.505
04/07/2017 08:54:21,IGR,$IGR reached a new low of $7.5901
04/07/2017 08:54:00,CTSO,$CTSO reached a new low of $4.6
04/07/2017 08:53:42,ZN,$ZN reached a new low of $1.1933
04/07/2017 08:53:36,NOA,$NOA reached a new low of $5.35
04/07/2017 08:53:30,DELT,$DELT reached a new low of $1.83
04/07/2017 08:53:30,ENPH,$ENPH reached a new low of $1.335
04/07/2017 08:53:30,GNC,$GNC reached a new low of $6.58
04/07/2017 08:53:21,AUPH,$AUPH reached a new low of $7.03
04/07/2017 08:53:21,CDXS,$CDXS reached a new low of $4.125
04/07/2017 08:53:12,CCCL,$CCCL reached a new low of $2.4999
04/07/2017 08:53:06,CCCR,$CCCR reached a new low of $2.56
04/07/2017 08:53:00,CETC,$CETC reached a new low of $4.81
04/07/2017 08:52:54,PULM,$PULM reached a new low of $2.96
04/07/2017 08:52:51,CXE,$CXE reached a new low of $5.08
04/07/2017 08:52:42,MEET,$MEET reached a new low of $5.62
04/07/2017 08:52:42,TROV,$TROV reached a new low of $0.925
04/07/2017 08:52:30,DRD,$DRD reached a new low of $5.005
04/07/2017 08:52:21,AXAS,$AXAS reached a new low of $2.27
04/07/2017 08:52:21,DRYS,$DRYS reached a new low of $0.759
04/07/2017 08:52:21,INFI,$INFI reached a new low of $2.44
04/07/2017 08:52:15,HLIT,$HLIT reached a new low of $5.475
04/07/2017 08:52:12,CXRX,$CXRX reached a new low of $1.35
04/07/2017 08:52:09,NMM,$NMM reached a new low of $2.14
04/07/2017 08:51:54,EGY,$EGY reached a new low of $0.899
04/07/2017 08:51:51,NNA,$NNA reached a new low of $1.66
04/07/2017 08:51:45,ZAGG,$ZAGG reached a new low of $7.15
04/07/2017 08:51:42,EXG,$EXG reached a new low of $8.65
04/07/2017 08:51:42,NAO,$NAO reached a new low of $0.975
04/07/2017 08:51:30,ABEO,$ABEO reached a new low of $5
04/07/2017 08:51:15,PFIE,$PFIE reached a new low of $1.45
04/07/2017 08:51:15,VSTM,$VSTM reached a new low of $1.8
04/07/2017 08:51:06,ITEK,$ITEK reached a new low of $1.8434
04/07/2017 08:51:00,CLNT,$CLNT reached a new low of $9.29
04/07/2017 08:50:57,CVEO,$CVEO reached a new low of $3.07
04/07/2017 08:50:39,CLD,$CLD reached a new low of $4.8
04/07/2017 08:50:36,TRVN,$TRVN reached a new low of $3.305
04/07/2017 08:50:36,XGTI,$XGTI reached a new low of $1.46
04/07/2017 08:50:21,AUPH,$AUPH reached a new low of $7.055
04/07/2017 08:50:21,LEDS,$LEDS reached a new low of $3.8
04/07/2017 08:50:21,NOA,$NOA reached a new low of $5.3
04/07/2017 08:50:15,GNC,$GNC reached a new low of $6.5518
04/07/2017 08:50:06,DSX,$DSX reached a new low of $5.89
04/07/2017 08:50:00,TEAR,$TEAR reached a new low of $2.3076
04/07/2017 08:49:45,CETC,$CETC reached a new low of $4.8
04/07/2017 08:49:45,DELT,$DELT reached a new low of $1.8101
04/07/2017 08:49:45,RIGL,$RIGL reached a new low of $3.07
04/07/2017 08:49:36,CALX,$CALX reached a new low of $6.4
04/07/2017 08:49:30,MEIP,$MEIP reached a new low of $1.5501
04/07/2017 08:49:15,ITI,$ITI reached a new low of $5.825
04/07/2017 08:49:06,DRYS,$DRYS reached a new low of $0.7587
04/07/2017 08:48:51,FH,$FH reached a new low of $1.86
04/07/2017 08:48:45,COGT,$COGT reached a new low of $4.9
04/07/2017 08:48:45,LEJU,$LEJU reached a new low of $3.135
04/07/2017 08:48:36,AXAS,$AXAS reached a new low of $2.28
04/07/2017 08:48:36,CCCR,$CCCR reached a new low of $2.49
04/07/2017 08:48:30,NAKD,$NAKD reached a new low of $2.2199
04/07/2017 08:48:30,RTIX,$RTIX reached a new low of $4.025
04/07/2017 08:48:12,CCCL,$CCCL reached a new low of $2.42
04/07/2017 08:48:06,KIN,$KIN reached a new low of $7.4
04/07/2017 08:47:57,NEO,$NEO reached a new low of $7.72
04/07/2017 08:47:54,GURE,$GURE reached a new low of $1.8201
04/07/2017 08:47:54,NTRA,$NTRA reached a new low of $8.48
04/07/2017 08:47:51,NM,$NM reached a new low of $1.9089
04/07/2017 08:47:42,KOPN,$KOPN reached a new low of $3.7823
04/07/2017 08:47:42,RT,$RT reached a new low of $2.51
04/07/2017 08:47:39,TRCH,$TRCH reached a new low of $1.45
04/07/2017 08:47:36,PRAN,$PRAN reached a new low of $2.8664
04/07/2017 08:47:21,NNA,$NNA reached a new low of $1.66
04/07/2017 08:47:06,AUPH,$AUPH reached a new low of $7.04
04/07/2017 08:46:57,ATEC,$ATEC reached a new low of $2.15
04/07/2017 08:46:57,BCRX,$BCRX reached a new low of $7.18
04/07/2017 08:46:51,NFEC,$NFEC reached a new low of $1.252
04/07/2017 08:46:51,TNP,$TNP reached a new low of $4.775
04/07/2017 08:46:36,ABUS,$ABUS reached a new low of $3.275
04/07/2017 08:46:21,FOMX,$FOMX reached a new low of $4.47
04/07/2017 08:46:15,CETC,$CETC reached a new low of $4.71
04/07/2017 08:46:15,CLNT,$CLNT reached a new low of $9.2
04/07/2017 08:46:15,GNC,$GNC reached a new low of $6.515
04/07/2017 08:46:12,ADHD,$ADHD reached a new low of $1.1801
04/07/2017 08:46:12,AMBR,$AMBR reached a new low of $7
04/07/2017 08:45:45,NXTD,$NXTD reached a new low of $1.689
04/07/2017 08:45:36,CCCR,$CCCR reached a new low of $2.32
04/07/2017 08:45:36,DRYS,$DRYS reached a new low of $0.7561
04/07/2017 08:45:30,NYMX,$NYMX reached a new low of $4.38
04/07/2017 08:45:27,HTGM,$HTGM reached a new low of $6.63
04/07/2017 08:45:15,MEIP,$MEIP reached a new low of $1.5597
04/07/2017 08:45:12,CVEO,$CVEO reached a new low of $3.05
04/07/2017 08:45:00,DELT,$DELT reached a new low of $1.92
04/07/2017 08:44:42,CXRX,$CXRX reached a new low of $1.3492
04/07/2017 08:44:42,SB,$SB reached a new low of $2.39
04/07/2017 08:44:42,SSI,$SSI reached a new low of $2.5
04/07/2017 08:44:36,CDXS,$CDXS reached a new low of $4.05
04/07/2017 08:44:36,DSX,$DSX reached a new low of $5.89
04/07/2017 08:44:36,INFI,$INFI reached a new low of $2.42
04/07/2017 08:44:30,ENPH,$ENPH reached a new low of $1.35
04/07/2017 08:44:27,ARAY,$ARAY reached a new low of $4.625
04/07/2017 08:44:06,NM,$NM reached a new low of $1.91
04/07/2017 08:43:45,SSH,$SSH reached a new low of $1.86
04/07/2017 08:43:42,CROX,$CROX reached a new low of $6.44
04/07/2017 08:43:42,RT,$RT reached a new low of $2.501
04/07/2017 08:43:36,EGLE,$EGLE reached a new low of $5.2801
04/07/2017 08:43:21,RFP,$RFP reached a new low of $5.3
04/07/2017 08:43:15,GNC,$GNC reached a new low of $6.6
04/07/2017 08:43:06,AUPH,$AUPH reached a new low of $6.98
04/07/2017 08:43:06,NFEC,$NFEC reached a new low of $1.26
04/07/2017 08:42:54,GURE,$GURE reached a new low of $1.7899
04/07/2017 08:42:42,EXG,$EXG reached a new low of $8.65
04/07/2017 08:42:42,RGLS,$RGLS reached a new low of $1.475
04/07/2017 08:42:36,CCCR,$CCCR reached a new low of $2.2
04/07/2017 08:42:36,DRYS,$DRYS reached a new low of $0.7573
04/07/2017 08:42:36,LEDS,$LEDS reached a new low of $3.694
04/07/2017 08:42:30,CETC,$CETC reached a new low of $4.97
04/07/2017 08:42:15,CLNT,$CLNT reached a new low of $9.43
04/07/2017 08:42:12,MEET,$MEET reached a new low of $5.615
04/07/2017 08:41:51,ONVO,$ONVO reached a new low of $3.035
04/07/2017 08:41:42,SHOR,$SHOR reached a new low of $6.325
04/07/2017 08:41:36,KTOS,$KTOS reached a new low of $7.88
04/07/2017 08:41:30,DELT,$DELT reached a new low of $1.82
04/07/2017 08:41:21,RIC,$RIC reached a new low of $7.875
04/07/2017 08:41:12,ADHD,$ADHD reached a new low of $1.2
04/07/2017 08:41:12,OCN,$OCN reached a new low of $5.29
04/07/2017 08:41:09,DHT,$DHT reached a new low of $4.495
04/07/2017 08:41:06,SMRT,$SMRT reached a new low of $2.66
04/07/2017 08:40:42,NVCR,$NVCR reached a new low of $11.0999
04/07/2017 08:40:42,RELY,$RELY reached a new low of $2.55
04/07/2017 08:40:30,ENPH,$ENPH reached a new low of $1.325
04/07/2017 08:40:30,GOGL,$GOGL reached a new low of $8.6
04/07/2017 08:40:15,NXTD,$NXTD reached a new low of $1.73
04/07/2017 08:40:00,CSLT,$CSLT reached a new low of $3.925
04/07/2017 08:40:00,PES,$PES reached a new low of $4.049
04/07/2017 08:39:57,IPI,$IPI reached a new low of $1.805
04/07/2017 08:39:51,AUPH,$AUPH reached a new low of $7.015
04/07/2017 08:39:51,VNCE,$VNCE reached a new low of $1.375
04/07/2017 08:39:51,GSL,$GSL reached a new low of $1.4
04/07/2017 08:39:42,HTGM,$HTGM reached a new low of $6.55
04/07/2017 08:39:39,ANH,$ANH reached a new low of $5.53
04/07/2017 08:39:36,CCCR,$CCCR reached a new low of $1.8699
04/07/2017 08:39:36,DRYS,$DRYS reached a new low of $0.7555
04/07/2017 08:38:57,CXRX,$CXRX reached a new low of $1.34
04/07/2017 08:38:45,UNIS,$UNIS reached a new low of $0.2715
04/07/2017 08:38:36,ICD,$ICD reached a new low of $5.91
04/07/2017 08:38:21,ONDK,$ONDK reached a new low of $4.49
04/07/2017 08:38:15,CETC,$CETC reached a new low of $4.9
04/07/2017 08:38:15,DELT,$DELT reached a new low of $1.7298
04/07/2017 08:38:12,ARAY,$ARAY reached a new low of $4.65
04/07/2017 08:37:42,OCN,$OCN reached a new low of $5.31
04/07/2017 08:37:39,ZSAN,$ZSAN reached a new low of $1.5336
04/07/2017 08:37:27,CCCL,$CCCL reached a new low of $2.3799
04/07/2017 08:36:57,MYSZ,$MYSZ reached a new low of $2.2501
04/07/2017 08:36:45,CLNT,$CLNT reached a new low of $9.36
04/07/2017 08:36:45,GNC,$GNC reached a new low of $6.56
04/07/2017 08:36:45,URRE,$URRE reached a new low of $1.8598
04/07/2017 08:36:42,NVCR,$NVCR reached a new low of $11.125
04/07/2017 08:36:36,AUPH,$AUPH reached a new low of $7.07
04/07/2017 08:36:30,NIHD,$NIHD reached a new low of $1.125
04/07/2017 08:36:24,GALT,$GALT reached a new low of $2.49
04/07/2017 08:36:21,CCCR,$CCCR reached a new low of $1.66
04/07/2017 08:36:21,DRYS,$DRYS reached a new low of $0.759
04/07/2017 08:36:15,DRNA,$DRNA reached a new low of $3.3
04/07/2017 08:36:12,HTGM,$HTGM reached a new low of $6.54
04/07/2017 08:36:12,MEET,$MEET reached a new low of $5.609
04/07/2017 08:36:12,POLA,$POLA reached a new low of $8.85
04/07/2017 08:36:00,RIGL,$RIGL reached a new low of $3.06
04/07/2017 08:35:57,IPI,$IPI reached a new low of $1.7801
04/07/2017 08:35:57,SB,$SB reached a new low of $2.389
04/07/2017 08:35:51,ENT,$ENT reached a new low of $3.26
04/07/2017 08:35:42,AMCN,$AMCN reached a new low of $3.047
04/07/2017 08:35:36,DSX,$DSX reached a new low of $5.9488
04/07/2017 08:34:45,CETC,$CETC reached a new low of $4.76
04/07/2017 08:34:45,DELT,$DELT reached a new low of $1.6701
04/07/2017 08:34:42,MICT,$MICT reached a new low of $1.28
04/07/2017 08:34:36,LEDS,$LEDS reached a new low of $3.67
04/07/2017 08:33:51,SMRT,$SMRT reached a new low of $2.66
04/07/2017 08:33:36,RIC,$RIC reached a new low of $7.875
04/07/2017 08:33:15,CLNT,$CLNT reached a new low of $9.18
04/07/2017 08:33:06,CCCR,$CCCR reached a new low of $1.6817
04/07/2017 08:33:06,CCXI,$CCXI reached a new low of $6.96
04/07/2017 08:33:06,DRYS,$DRYS reached a new low of $0.752
04/07/2017 08:32:57,CXRX,$CXRX reached a new low of $1.345
04/07/2017 08:32:39,NMM,$NMM reached a new low of $2.14
04/07/2017 08:32:30,GNC,$GNC reached a new low of $6.54
04/07/2017 08:32:30,CTSO,$CTSO reached a new low of $4.5
04/07/2017 08:32:27,GNMX,$GNMX reached a new low of $1.625
04/07/2017 08:32:21,INFI,$INFI reached a new low of $2.44
04/07/2017 08:31:57,ADHD,$ADHD reached a new low of $1.2
04/07/2017 08:31:51,APTO,$APTO reached a new low of $0.98
04/07/2017 08:31:45,MOSY,$MOSY reached a new low of $2
04/07/2017 08:31:42,ATHX,$ATHX reached a new low of $1.5299
04/07/2017 08:31:39,DHT,$DHT reached a new low of $4.495
04/07/2017 08:31:27,EXG,$EXG reached a new low of $8.65
04/07/2017 08:31:21,CDXS,$CDXS reached a new low of $4.075
04/07/2017 08:31:21,FOMX,$FOMX reached a new low of $4.41
04/07/2017 08:31:06,BNSO,$BNSO reached a new low of $2.6901
04/07/2017 08:30:45,DELT,$DELT reached a new low of $1.6
04/07/2017 08:30:42,GLUU,$GLUU reached a new low of $2.3
04/07/2017 08:30:39,CLD,$CLD reached a new low of $4.79
04/07/2017 08:30:36,AUPH,$AUPH reached a new low of $7.06
04/07/2017 08:30:30,SSH,$SSH reached a new low of $1.8825
04/07/2017 08:30:27,MEET,$MEET reached a new low of $5.62
04/07/2017 08:30:27,OCN,$OCN reached a new low of $5.3
04/07/2017 08:30:21,GCAP,$GCAP reached a new low of $8.2148
04/07/2017 08:30:21,TRVN,$TRVN reached a new low of $3.3
04/07/2017 08:30:15,ITI,$ITI reached a new low of $5.8
04/07/2017 08:30:12,BCRX,$BCRX reached a new low of $7.19
04/07/2017 08:30:06,DSX,$DSX reached a new low of $5.86
04/07/2017 08:30:06,NADL,$NADL reached a new low of $0.7044
04/07/2017 08:29:45,CLNT,$CLNT reached a new low of $9.4
04/07/2017 08:29:42,SB,$SB reached a new low of $2.3378
04/07/2017 08:29:36,AXAS,$AXAS reached a new low of $2.28
04/07/2017 08:29:36,DRYS,$DRYS reached a new low of $0.7501
04/07/2017 08:29:30,CETC,$CETC reached a new low of $4.8999
04/07/2017 08:29:30,PES,$PES reached a new low of $4.025
04/07/2017 08:29:00,ANGI,$ANGI reached a new low of $5.91
04/07/2017 08:29:00,MVIS,$MVIS reached a new low of $2.205
04/07/2017 08:28:45,CSLT,$CSLT reached a new low of $3.9
04/07/2017 08:28:45,NYMX,$NYMX reached a new low of $4.3
04/07/2017 08:28:42,ARLZ,$ARLZ reached a new low of $1.59
04/07/2017 08:28:42,CIDM,$CIDM reached a new low of $1.4399
04/07/2017 08:28:30,ECR,$ECR reached a new low of $2.5
04/07/2017 08:28:21,KND,$KND reached a new low of $7.75
04/07/2017 08:28:15,GNC,$GNC reached a new low of $6.52
04/07/2017 08:27:57,ATHX,$ATHX reached a new low of $1.51
04/07/2017 08:27:57,PXLW,$PXLW reached a new low of $4.4302
04/07/2017 08:27:51,CCCR,$CCCR reached a new low of $1.65
04/07/2017 08:27:51,CDXS,$CDXS reached a new low of $4.075
04/07/2017 08:27:51,LUB,$LUB reached a new low of $3.2
04/07/2017 08:27:27,NHLD,$NHLD reached a new low of $2.74
04/07/2017 08:27:09,CTRV,$CTRV reached a new low of $1.555
04/07/2017 08:27:06,VNCE,$VNCE reached a new low of $1.395
04/07/2017 08:26:54,HGT,$HGT reached a new low of $2.125
04/07/2017 08:26:45,CLNT,$CLNT reached a new low of $9.25
04/07/2017 08:26:45,RIGL,$RIGL reached a new low of $3.07
04/07/2017 08:26:36,RIC,$RIC reached a new low of $7.825
04/07/2017 08:26:27,HTGM,$HTGM reached a new low of $6.5568
04/07/2017 08:26:27,MEET,$MEET reached a new low of $5.635
04/07/2017 08:26:24,HIO,$HIO reached a new low of $5.1101
04/07/2017 08:26:12,EXG,$EXG reached a new low of $8.66
04/07/2017 08:26:06,LEDS,$LEDS reached a new low of $4.08
04/07/2017 08:25:54,PER,$PER reached a new low of $3.075
04/07/2017 08:25:51,CPRX,$CPRX reached a new low of $1.7682
04/07/2017 08:25:45,CETC,$CETC reached a new low of $4.79
04/07/2017 08:25:36,AUPH,$AUPH reached a new low of $7.13
04/07/2017 08:25:24,NMM,$NMM reached a new low of $2.15
04/07/2017 08:25:21,DRYS,$DRYS reached a new low of $0.75
04/07/2017 08:25:15,GNC,$GNC reached a new low of $6.54
04/07/2017 08:24:42,RUBI,$RUBI reached a new low of $5.79
04/07/2017 08:24:27,ATHX,$ATHX reached a new low of $1.515
04/07/2017 08:24:12,VVUS,$VVUS reached a new low of $1.045
04/07/2017 08:24:06,AXAS,$AXAS reached a new low of $2.28
04/07/2017 08:23:54,GALT,$GALT reached a new low of $2.52
04/07/2017 08:23:39,DHT,$DHT reached a new low of $4.505
04/07/2017 08:23:36,CCCR,$CCCR reached a new low of $1.6
04/07/2017 08:23:36,NQ,$NQ reached a new low of $3.9221
04/07/2017 08:23:36,TNDM,$TNDM reached a new low of $1
04/07/2017 08:23:30,CLNT,$CLNT reached a new low of $8.92
04/07/2017 08:23:21,NM,$NM reached a new low of $1.87
04/07/2017 08:23:15,ECR,$ECR reached a new low of $2.51
04/07/2017 08:23:15,UNIS,$UNIS reached a new low of $0.2855
04/07/2017 08:23:12,MEET,$MEET reached a new low of $5.63
04/07/2017 08:23:12,SB,$SB reached a new low of $2.349
04/07/2017 08:22:42,EXG,$EXG reached a new low of $8.63
04/07/2017 08:22:36,AUPH,$AUPH reached a new low of $7.14
04/07/2017 08:22:36,LEDS,$LEDS reached a new low of $3.8
04/07/2017 08:22:30,CETC,$CETC reached a new low of $4.65
04/07/2017 08:22:27,AREX,$AREX reached a new low of $2.55
04/07/2017 08:22:12,NVFY,$NVFY reached a new low of $1.75
04/07/2017 08:22:12,RT,$RT reached a new low of $2.505
04/07/2017 08:22:06,CDXS,$CDXS reached a new low of $4.075
04/07/2017 08:21:57,ARLZ,$ARLZ reached a new low of $1.565
04/07/2017 08:21:54,NMM,$NMM reached a new low of $2.1401
04/07/2017 08:21:51,KGJI,$KGJI reached a new low of $1.09
04/07/2017 08:21:42,ATAX,$ATAX reached a new low of $5.625
04/07/2017 08:21:36,DRYS,$DRYS reached a new low of $0.749
04/07/2017 08:21:36,TRVN,$TRVN reached a new low of $3.29
04/07/2017 08:21:36,XGTI,$XGTI reached a new low of $1.4608
04/07/2017 08:21:24,PRKR,$PRKR reached a new low of $1.8699
04/07/2017 08:21:15,GNC,$GNC reached a new low of $6.54
04/07/2017 08:20:39,EVRI,$EVRI reached a new low of $4.83
04/07/2017 08:20:36,EKSO,$EKSO reached a new low of $3.3101
04/07/2017 08:20:30,SYNC,$SYNC reached a new low of $3.475
04/07/2017 08:20:21,CCCR,$CCCR reached a new low of $1.4199
04/07/2017 08:20:21,KTOS,$KTOS reached a new low of $7.85
04/07/2017 08:20:21,NNA,$NNA reached a new low of $1.66
04/07/2017 08:20:15,CLNT,$CLNT reached a new low of $9.0348
04/07/2017 08:20:12,BCRX,$BCRX reached a new low of $7.23
04/07/2017 08:20:12,CVEO,$CVEO reached a new low of $3.045
04/07/2017 08:20:12,NVCR,$NVCR reached a new low of $11.105
04/07/2017 08:20:06,DSX,$DSX reached a new low of $5.83
04/07/2017 08:20:06,NM,$NM reached a new low of $1.89
04/07/2017 08:19:45,SGMO,$SGMO reached a new low of $4.3
04/07/2017 08:19:42,GENE,$GENE reached a new low of $1.1501
04/07/2017 08:19:36,VNCE,$VNCE reached a new low of $1.4
04/07/2017 08:19:24,FCEL,$FCEL reached a new low of $1.575
04/07/2017 08:19:15,CETC,$CETC reached a new low of $5.19
04/07/2017 08:19:15,KDMN,$KDMN reached a new low of $3.15
04/07/2017 08:19:09,HGT,$HGT reached a new low of $2.15
04/07/2017 08:18:42,HTGM,$HTGM reached a new low of $6.55
04/07/2017 08:18:42,SB,$SB reached a new low of $2.34
04/07/2017 08:18:21,DRYS,$DRYS reached a new low of $0.7499
04/07/2017 08:18:00,NVCN,$NVCN reached a new low of $1.67
04/07/2017 08:17:57,CADC,$CADC reached a new low of $3.6
04/07/2017 08:17:51,KND,$KND reached a new low of $7.775
04/07/2017 08:17:51,ONVO,$ONVO reached a new low of $3.01
04/07/2017 08:17:51,RIC,$RIC reached a new low of $7.825
04/07/2017 08:17:36,AUPH,$AUPH reached a new low of $7.175
04/07/2017 08:17:30,DX,$DX reached a new low of $6.91
04/07/2017 08:17:15,CLNT,$CLNT reached a new low of $8.9278
04/07/2017 08:17:12,ATHX,$ATHX reached a new low of $1.5
04/07/2017 08:17:12,DGLY,$DGLY reached a new low of $3.955
04/07/2017 08:17:06,CLNE,$CLNE reached a new low of $2.51
04/07/2017 08:16:51,AXAS,$AXAS reached a new low of $2.29
04/07/2017 08:16:36,CCCR,$CCCR reached a new low of $1.3253
04/07/2017 08:16:30,TEAR,$TEAR reached a new low of $2.3999
04/07/2017 08:16:21,SAEX,$SAEX reached a new low of $5.5
04/07/2017 08:16:12,AGFS,$AGFS reached a new low of $4.76
04/07/2017 08:16:09,ANH,$ANH reached a new low of $5.55
04/07/2017 08:16:06,EARS,$EARS reached a new low of $0.748
04/07/2017 08:15:45,CETC,$CETC reached a new low of $4.78
04/07/2017 08:15:45,PLPM,$PLPM reached a new low of $4.18
04/07/2017 08:15:42,IPI,$IPI reached a new low of $1.78
04/07/2017 08:15:39,NMM,$NMM reached a new low of $2.15
04/07/2017 08:15:30,CPSH,$CPSH reached a new low of $1.5
04/07/2017 08:15:27,HTGM,$HTGM reached a new low of $6.62
04/07/2017 08:15:24,FCEL,$FCEL reached a new low of $1.55
04/07/2017 08:15:21,DRYS,$DRYS reached a new low of $0.751
04/07/2017 08:15:21,DSX,$DSX reached a new low of $5.85
04/07/2017 08:15:15,MEIP,$MEIP reached a new low of $1.55
04/07/2017 08:14:45,GNC,$GNC reached a new low of $6.56
04/07/2017 08:14:36,INFI,$INFI reached a new low of $2.385
04/07/2017 08:14:36,NM,$NM reached a new low of $1.91
04/07/2017 08:14:12,OCN,$OCN reached a new low of $5.295
04/07/2017 08:14:06,AUPH,$AUPH reached a new low of $7.17
04/07/2017 08:14:06,VNCE,$VNCE reached a new low of $1.35
04/07/2017 08:14:00,CLNT,$CLNT reached a new low of $8.1
04/07/2017 08:14:00,COGT,$COGT reached a new low of $4.75
04/07/2017 08:13:42,SB,$SB reached a new low of $2.35
04/07/2017 08:13:39,BDSI,$BDSI reached a new low of $1.75
04/07/2017 08:13:12,GLUU,$GLUU reached a new low of $2.305
04/07/2017 08:13:06,TNDM,$TNDM reached a new low of $1
04/07/2017 08:12:57,CVEO,$CVEO reached a new low of $3.03
04/07/2017 08:12:57,NVLS,$NVLS reached a new low of $2.81
04/07/2017 08:12:45,TEAR,$TEAR reached a new low of $2.32
04/07/2017 08:12:27,QTNT,$QTNT reached a new low of $6.39
04/07/2017 08:12:12,ARAY,$ARAY reached a new low of $4.625
04/07/2017 08:12:06,ABUS,$ABUS reached a new low of $3.25
04/07/2017 08:12:06,DRYS,$DRYS reached a new low of $0.755
04/07/2017 08:12:06,LEDS,$LEDS reached a new low of $3.0474
04/07/2017 08:11:51,CCCR,$CCCR reached a new low of $1.44
04/07/2017 08:11:42,MEET,$MEET reached a new low of $5.6363
04/07/2017 08:11:42,HEAR,$HEAR reached a new low of $0.815
04/07/2017 08:11:36,APTO,$APTO reached a new low of $0.99
04/07/2017 08:11:27,CXRX,$CXRX reached a new low of $1.3403
04/07/2017 08:11:24,GALT,$GALT reached a new low of $2.5184
04/07/2017 08:11:21,AXAS,$AXAS reached a new low of $2.28
04/07/2017 08:11:15,GNC,$GNC reached a new low of $6.575
04/07/2017 08:11:12,BCRX,$BCRX reached a new low of $7.25
04/07/2017 08:11:09,JMEI,$JMEI reached a new low of $3.49
04/07/2017 08:11:06,AUPH,$AUPH reached a new low of $7.1
04/07/2017 08:11:00,RIGL,$RIGL reached a new low of $3.065
04/07/2017 08:10:51,ESXB,$ESXB reached a new low of $7.875
